counter,steering_horizontal,steering_vertical,short_fname,horizontal_override
1712.0,nothing,up,img_1712_kweym3.jpg,nothing
1713.0,nothing,up,img_1713_kweym3.jpg,nothing
1714.0,nothing,up,img_1714_kweym3.jpg,nothing
1715.0,nothing,up,img_1715_kweym3.jpg,nothing
1716.0,nothing,up,img_1716_kweym3.jpg,nothing
1717.0,nothing,up,img_1717_kweym3.jpg,nothing
1718.0,right,up,img_1718_kweym3.jpg,right
1719.0,right,up,img_1719_kweym3.jpg,right
1720.0,right,up,img_1720_kweym3.jpg,right
1721.0,right,up,img_1721_kweym3.jpg,right
1722.0,right,up,img_1722_kweym3.jpg,right
1723.0,right,up,img_1723_kweym3.jpg,right
1724.0,right,up,img_1724_kweym3.jpg,right
1725.0,right,up,img_1725_kweym3.jpg,right
1726.0,right,up,img_1726_kweym3.jpg,right
1727.0,right,up,img_1727_kweym3.jpg,right
1728.0,right,up,img_1728_kweym3.jpg,right
1729.0,right,up,img_1729_kweym3.jpg,right
1730.0,right,up,img_1730_kweym3.jpg,right
1731.0,right,up,img_1731_kweym3.jpg,right
1732.0,right,up,img_1732_kweym3.jpg,right
1733.0,right,up,img_1733_kweym3.jpg,right
1734.0,right,up,img_1734_kweym3.jpg,right
1735.0,right,up,img_1735_kweym3.jpg,right
1736.0,right,up,img_1736_kweym3.jpg,right
1737.0,right,up,img_1737_kweym3.jpg,right
1738.0,right,up,img_1738_kweym3.jpg,right
1739.0,right,up,img_1739_kweym3.jpg,right
1740.0,right,up,img_1740_kweym3.jpg,right
1741.0,right,up,img_1741_kweym3.jpg,right
1742.0,right,up,img_1742_kweym3.jpg,right
1743.0,nothing,up,img_1743_kweym3.jpg,nothing
1744.0,nothing,up,img_1744_kweym3.jpg,nothing
1745.0,nothing,up,img_1745_kweym3.jpg,nothing
1746.0,nothing,up,img_1746_kweym3.jpg,nothing
1747.0,nothing,up,img_1747_kweym3.jpg,nothing
1748.0,nothing,up,img_1748_kweym3.jpg,nothing
1749.0,nothing,up,img_1749_kweym3.jpg,nothing
1753.0,nothing,nothing,img_1753_kweym3.jpg,nothing
1754.0,nothing,up,img_1754_kweym3.jpg,nothing
1755.0,nothing,up,img_1755_kweym3.jpg,nothing
1756.0,nothing,up,img_1756_kweym3.jpg,nothing
1757.0,nothing,up,img_1757_kweym3.jpg,nothing
1758.0,nothing,up,img_1758_kweym3.jpg,nothing
1759.0,nothing,up,img_1759_kweym3.jpg,nothing
1760.0,nothing,up,img_1760_kweym3.jpg,nothing
1761.0,nothing,up,img_1761_kweym3.jpg,nothing
1762.0,nothing,up,img_1762_kweym3.jpg,nothing
1763.0,nothing,up,img_1763_kweym3.jpg,nothing
1764.0,nothing,up,img_1764_kweym3.jpg,nothing
1765.0,nothing,up,img_1765_kweym3.jpg,nothing
1766.0,nothing,up,img_1766_kweym3.jpg,nothing
1767.0,nothing,up,img_1767_kweym3.jpg,nothing
1768.0,nothing,up,img_1768_kweym3.jpg,nothing
1769.0,nothing,up,img_1769_kweym3.jpg,nothing
1770.0,nothing,up,img_1770_kweym3.jpg,nothing
1771.0,nothing,up,img_1771_kweym3.jpg,nothing
1772.0,nothing,up,img_1772_kweym3.jpg,nothing
1773.0,nothing,up,img_1773_kweym3.jpg,nothing
1774.0,nothing,up,img_1774_kweym3.jpg,nothing
1775.0,nothing,up,img_1775_kweym3.jpg,nothing
1776.0,nothing,up,img_1776_kweym3.jpg,nothing
1777.0,nothing,up,img_1777_kweym3.jpg,nothing
1778.0,nothing,up,img_1778_kweym3.jpg,nothing
1779.0,nothing,nothing,img_1779_kweym3.jpg,nothing
1780.0,nothing,nothing,img_1780_kweym3.jpg,nothing
1781.0,nothing,nothing,img_1781_kweym3.jpg,nothing
1782.0,nothing,nothing,img_1782_kweym3.jpg,nothing
1783.0,nothing,nothing,img_1783_kweym3.jpg,nothing
1784.0,nothing,up,img_1784_kweym3.jpg,nothing
1785.0,nothing,up,img_1785_kweym3.jpg,nothing
1786.0,nothing,up,img_1786_kweym3.jpg,nothing
1787.0,nothing,up,img_1787_kweym3.jpg,nothing
1788.0,nothing,up,img_1788_kweym3.jpg,nothing
1789.0,nothing,up,img_1789_kweym3.jpg,nothing
1790.0,nothing,up,img_1790_kweym3.jpg,nothing
1791.0,nothing,up,img_1791_kweym3.jpg,nothing
1792.0,nothing,up,img_1792_kweym3.jpg,nothing
1793.0,nothing,up,img_1793_kweym3.jpg,nothing
1794.0,nothing,up,img_1794_kweym3.jpg,nothing
1795.0,nothing,up,img_1795_kweym3.jpg,nothing
1796.0,nothing,up,img_1796_kweym3.jpg,nothing
1797.0,nothing,up,img_1797_kweym3.jpg,nothing
1798.0,nothing,up,img_1798_kweym3.jpg,nothing
1799.0,nothing,up,img_1799_kweym3.jpg,nothing
1800.0,nothing,up,img_1800_kweym3.jpg,nothing
1801.0,right,up,img_1801_kweym3.jpg,right
1802.0,right,up,img_1802_kweym3.jpg,right
1803.0,right,up,img_1803_kweym3.jpg,right
1804.0,right,nothing,img_1804_kweym3.jpg,right
1805.0,right,nothing,img_1805_kweym3.jpg,right
1806.0,right,nothing,img_1806_kweym3.jpg,right
1807.0,right,up,img_1807_kweym3.jpg,right
1808.0,right,up,img_1808_kweym3.jpg,right
1809.0,right,up,img_1809_kweym3.jpg,right
1810.0,right,up,img_1810_kweym3.jpg,right
1811.0,right,up,img_1811_kweym3.jpg,right
1812.0,right,up,img_1812_kweym3.jpg,right
1813.0,right,up,img_1813_kweym3.jpg,right
1814.0,right,up,img_1814_kweym3.jpg,right
1815.0,right,up,img_1815_kweym3.jpg,right
1816.0,right,up,img_1816_kweym3.jpg,right
1817.0,right,up,img_1817_kweym3.jpg,right
1818.0,right,up,img_1818_kweym3.jpg,right
1819.0,right,up,img_1819_kweym3.jpg,right
1820.0,right,up,img_1820_kweym3.jpg,right
1821.0,right,up,img_1821_kweym3.jpg,right
1822.0,right,up,img_1822_kweym3.jpg,right
1823.0,right,up,img_1823_kweym3.jpg,right
1824.0,right,up,img_1824_kweym3.jpg,right
1825.0,right,up,img_1825_kweym3.jpg,right
1826.0,right,up,img_1826_kweym3.jpg,right
1827.0,right,up,img_1827_kweym3.jpg,right
1828.0,right,up,img_1828_kweym3.jpg,right
1829.0,right,up,img_1829_kweym3.jpg,right
1830.0,right,up,img_1830_kweym3.jpg,right
1831.0,right,up,img_1831_kweym3.jpg,right
1832.0,right,up,img_1832_kweym3.jpg,right
1833.0,right,up,img_1833_kweym3.jpg,right
1834.0,right,up,img_1834_kweym3.jpg,right
1835.0,right,up,img_1835_kweym3.jpg,right
1836.0,right,up,img_1836_kweym3.jpg,right
1837.0,right,up,img_1837_kweym3.jpg,right
1838.0,right,up,img_1838_kweym3.jpg,right
1839.0,right,up,img_1839_kweym3.jpg,right
1840.0,right,up,img_1840_kweym3.jpg,right
1841.0,right,up,img_1841_kweym3.jpg,right
1842.0,right,up,img_1842_kweym3.jpg,right
1843.0,right,up,img_1843_kweym3.jpg,right
1844.0,right,up,img_1844_kweym3.jpg,right
1845.0,nothing,up,img_1845_kweym3.jpg,nothing
1846.0,nothing,up,img_1846_kweym3.jpg,nothing
1847.0,nothing,up,img_1847_kweym3.jpg,nothing
1848.0,nothing,up,img_1848_kweym3.jpg,nothing
1849.0,nothing,up,img_1849_kweym3.jpg,nothing
1859.0,nothing,up,img_1859_kweym3.jpg,nothing
1860.0,nothing,up,img_1860_kweym3.jpg,nothing
1861.0,nothing,up,img_1861_kweym3.jpg,nothing
1862.0,nothing,up,img_1862_kweym3.jpg,nothing
1863.0,nothing,up,img_1863_kweym3.jpg,nothing
1864.0,nothing,up,img_1864_kweym3.jpg,nothing
1865.0,nothing,up,img_1865_kweym3.jpg,nothing
1866.0,nothing,up,img_1866_kweym3.jpg,nothing
1867.0,nothing,up,img_1867_kweym3.jpg,nothing
1868.0,nothing,up,img_1868_kweym3.jpg,nothing
1869.0,nothing,up,img_1869_kweym3.jpg,nothing
1870.0,nothing,up,img_1870_kweym3.jpg,nothing
1871.0,nothing,up,img_1871_kweym3.jpg,nothing
1872.0,nothing,up,img_1872_kweym3.jpg,nothing
1873.0,nothing,up,img_1873_kweym3.jpg,nothing
1874.0,nothing,up,img_1874_kweym3.jpg,nothing
1875.0,nothing,up,img_1875_kweym3.jpg,nothing
1876.0,nothing,up,img_1876_kweym3.jpg,nothing
1877.0,nothing,up,img_1877_kweym3.jpg,nothing
1878.0,nothing,up,img_1878_kweym3.jpg,nothing
1879.0,nothing,up,img_1879_kweym3.jpg,nothing
1880.0,right,up,img_1880_kweym3.jpg,right
1881.0,right,up,img_1881_kweym3.jpg,right
1882.0,right,up,img_1882_kweym3.jpg,right
1883.0,right,up,img_1883_kweym3.jpg,right
1884.0,nothing,up,img_1884_kweym3.jpg,nothing
1885.0,nothing,nothing,img_1885_kweym3.jpg,nothing
1886.0,nothing,nothing,img_1886_kweym3.jpg,nothing
1887.0,nothing,nothing,img_1887_kweym3.jpg,nothing
1888.0,nothing,nothing,img_1888_kweym3.jpg,nothing
1889.0,nothing,up,img_1889_kweym3.jpg,nothing
1890.0,nothing,up,img_1890_kweym3.jpg,nothing
1891.0,nothing,up,img_1891_kweym3.jpg,nothing
1892.0,nothing,up,img_1892_kweym3.jpg,nothing
1893.0,nothing,up,img_1893_kweym3.jpg,nothing
1894.0,nothing,up,img_1894_kweym3.jpg,nothing
1895.0,nothing,up,img_1895_kweym3.jpg,nothing
1896.0,nothing,up,img_1896_kweym3.jpg,nothing
1897.0,nothing,up,img_1897_kweym3.jpg,nothing
1898.0,nothing,up,img_1898_kweym3.jpg,nothing
1899.0,nothing,up,img_1899_kweym3.jpg,nothing
1900.0,nothing,up,img_1900_kweym3.jpg,nothing
1901.0,right,up,img_1901_kweym3.jpg,right
1902.0,right,up,img_1902_kweym3.jpg,right
1903.0,right,up,img_1903_kweym3.jpg,right
1904.0,right,up,img_1904_kweym3.jpg,right
1905.0,right,up,img_1905_kweym3.jpg,right
1906.0,right,up,img_1906_kweym3.jpg,right
1907.0,right,up,img_1907_kweym3.jpg,right
1908.0,right,up,img_1908_kweym3.jpg,right
1909.0,right,up,img_1909_kweym3.jpg,right
1910.0,right,up,img_1910_kweym3.jpg,right
1911.0,right,up,img_1911_kweym3.jpg,right
1912.0,right,up,img_1912_kweym3.jpg,right
1913.0,right,up,img_1913_kweym3.jpg,right
1914.0,right,up,img_1914_kweym3.jpg,right
1915.0,right,up,img_1915_kweym3.jpg,right
1916.0,right,up,img_1916_kweym3.jpg,right
1917.0,right,up,img_1917_kweym3.jpg,right
1918.0,right,nothing,img_1918_kweym3.jpg,right
1919.0,right,up,img_1919_kweym3.jpg,right
1920.0,right,up,img_1920_kweym3.jpg,right
1921.0,right,up,img_1921_kweym3.jpg,right
1922.0,right,up,img_1922_kweym3.jpg,right
1923.0,right,up,img_1923_kweym3.jpg,right
1924.0,right,up,img_1924_kweym3.jpg,right
1925.0,right,up,img_1925_kweym3.jpg,right
1926.0,right,up,img_1926_kweym3.jpg,right
1927.0,right,up,img_1927_kweym3.jpg,right
1928.0,right,up,img_1928_kweym3.jpg,right
1929.0,right,up,img_1929_kweym3.jpg,right
1930.0,right,up,img_1930_kweym3.jpg,right
1931.0,right,up,img_1931_kweym3.jpg,right
1932.0,right,up,img_1932_kweym3.jpg,right
1933.0,right,up,img_1933_kweym3.jpg,right
1934.0,right,up,img_1934_kweym3.jpg,right
1935.0,right,up,img_1935_kweym3.jpg,right
1936.0,right,up,img_1936_kweym3.jpg,right
1937.0,right,up,img_1937_kweym3.jpg,right
1938.0,right,up,img_1938_kweym3.jpg,right
1939.0,right,up,img_1939_kweym3.jpg,right
1940.0,right,up,img_1940_kweym3.jpg,right
1941.0,right,up,img_1941_kweym3.jpg,right
1942.0,right,up,img_1942_kweym3.jpg,right
1943.0,right,up,img_1943_kweym3.jpg,right
1944.0,right,up,img_1944_kweym3.jpg,right
1945.0,right,up,img_1945_kweym3.jpg,right
1946.0,right,up,img_1946_kweym3.jpg,right
1947.0,right,up,img_1947_kweym3.jpg,right
1948.0,right,up,img_1948_kweym3.jpg,right
1949.0,right,up,img_1949_kweym3.jpg,right
1950.0,right,up,img_1950_kweym3.jpg,right
1951.0,right,up,img_1951_kweym3.jpg,right
1952.0,right,up,img_1952_kweym3.jpg,right
1953.0,right,up,img_1953_kweym3.jpg,right
1954.0,right,up,img_1954_kweym3.jpg,right
1955.0,right,up,img_1955_kweym3.jpg,right
1956.0,right,up,img_1956_kweym3.jpg,right
1957.0,right,up,img_1957_kweym3.jpg,right
1958.0,right,up,img_1958_kweym3.jpg,right
1963.0,nothing,nothing,img_1963_kweym3.jpg,nothing
1964.0,nothing,up,img_1964_kweym3.jpg,nothing
1965.0,nothing,up,img_1965_kweym3.jpg,nothing
1966.0,nothing,up,img_1966_kweym3.jpg,nothing
1967.0,nothing,up,img_1967_kweym3.jpg,nothing
1968.0,nothing,up,img_1968_kweym3.jpg,nothing
1969.0,nothing,up,img_1969_kweym3.jpg,nothing
1970.0,nothing,up,img_1970_kweym3.jpg,nothing
1971.0,nothing,up,img_1971_kweym3.jpg,nothing
1972.0,nothing,up,img_1972_kweym3.jpg,nothing
1973.0,nothing,up,img_1973_kweym3.jpg,nothing
1974.0,nothing,up,img_1974_kweym3.jpg,nothing
1975.0,nothing,up,img_1975_kweym3.jpg,nothing
1976.0,nothing,up,img_1976_kweym3.jpg,nothing
1977.0,nothing,up,img_1977_kweym3.jpg,nothing
1978.0,nothing,up,img_1978_kweym3.jpg,nothing
1979.0,nothing,up,img_1979_kweym3.jpg,nothing
1980.0,nothing,up,img_1980_kweym3.jpg,nothing
1981.0,nothing,up,img_1981_kweym3.jpg,nothing
1982.0,nothing,up,img_1982_kweym3.jpg,nothing
1983.0,nothing,up,img_1983_kweym3.jpg,nothing
1984.0,nothing,up,img_1984_kweym3.jpg,nothing
1985.0,nothing,up,img_1985_kweym3.jpg,nothing
1986.0,nothing,up,img_1986_kweym3.jpg,nothing
1987.0,nothing,up,img_1987_kweym3.jpg,nothing
1988.0,nothing,up,img_1988_kweym3.jpg,nothing
1989.0,nothing,up,img_1989_kweym3.jpg,nothing
1990.0,nothing,up,img_1990_kweym3.jpg,nothing
1991.0,nothing,up,img_1991_kweym3.jpg,nothing
1992.0,nothing,up,img_1992_kweym3.jpg,nothing
1993.0,nothing,up,img_1993_kweym3.jpg,nothing
1994.0,nothing,up,img_1994_kweym3.jpg,nothing
1995.0,right,nothing,img_1995_kweym3.jpg,right
1996.0,right,nothing,img_1996_kweym3.jpg,right
1997.0,right,up,img_1997_kweym3.jpg,right
1998.0,right,up,img_1998_kweym3.jpg,right
1999.0,right,up,img_1999_kweym3.jpg,right
2000.0,right,up,img_2000_kweym3.jpg,right
2001.0,right,up,img_2001_kweym3.jpg,right
2002.0,right,up,img_2002_kweym3.jpg,right
2003.0,right,up,img_2003_kweym3.jpg,right
2004.0,right,up,img_2004_kweym3.jpg,right
2005.0,right,up,img_2005_kweym3.jpg,right
2006.0,right,up,img_2006_kweym3.jpg,right
2007.0,nothing,up,img_2007_kweym3.jpg,nothing
2008.0,nothing,up,img_2008_kweym3.jpg,nothing
2009.0,right,up,img_2009_kweym3.jpg,right
2010.0,right,up,img_2010_kweym3.jpg,right
2011.0,right,up,img_2011_kweym3.jpg,right
2012.0,right,up,img_2012_kweym3.jpg,right
2013.0,right,up,img_2013_kweym3.jpg,right
2014.0,right,up,img_2014_kweym3.jpg,right
2015.0,right,up,img_2015_kweym3.jpg,right
2016.0,right,up,img_2016_kweym3.jpg,right
2017.0,right,up,img_2017_kweym3.jpg,right
2018.0,right,up,img_2018_kweym3.jpg,right
2019.0,right,up,img_2019_kweym3.jpg,right
2020.0,right,up,img_2020_kweym3.jpg,right
2021.0,right,up,img_2021_kweym3.jpg,right
2022.0,right,up,img_2022_kweym3.jpg,right
2023.0,right,up,img_2023_kweym3.jpg,right
2024.0,right,up,img_2024_kweym3.jpg,right
2025.0,right,up,img_2025_kweym3.jpg,right
2026.0,right,up,img_2026_kweym3.jpg,right
2027.0,right,up,img_2027_kweym3.jpg,right
2028.0,right,up,img_2028_kweym3.jpg,right
2029.0,right,up,img_2029_kweym3.jpg,right
2030.0,right,up,img_2030_kweym3.jpg,right
2031.0,right,up,img_2031_kweym3.jpg,right
2032.0,right,up,img_2032_kweym3.jpg,right
2033.0,right,up,img_2033_kweym3.jpg,right
2034.0,right,up,img_2034_kweym3.jpg,right
2035.0,right,up,img_2035_kweym3.jpg,right
2036.0,right,up,img_2036_kweym3.jpg,right
2037.0,right,up,img_2037_kweym3.jpg,right
2038.0,right,up,img_2038_kweym3.jpg,right
2039.0,right,up,img_2039_kweym3.jpg,right
2042.0,left,nothing,img_2042_kweym3.jpg,left
2043.0,left,nothing,img_2043_kweym3.jpg,left
2044.0,left,up,img_2044_kweym3.jpg,left
2045.0,left,up,img_2045_kweym3.jpg,left
2046.0,left,up,img_2046_kweym3.jpg,left
2047.0,left,up,img_2047_kweym3.jpg,left
2048.0,left,up,img_2048_kweym3.jpg,left
2049.0,left,up,img_2049_kweym3.jpg,left
2050.0,left,up,img_2050_kweym3.jpg,left
2051.0,left,up,img_2051_kweym3.jpg,left
2052.0,left,up,img_2052_kweym3.jpg,left
2053.0,left,nothing,img_2053_kweym3.jpg,left
2054.0,left,nothing,img_2054_kweym3.jpg,left
2055.0,left,up,img_2055_kweym3.jpg,left
2056.0,left,up,img_2056_kweym3.jpg,left
2057.0,left,up,img_2057_kweym3.jpg,left
2058.0,left,up,img_2058_kweym3.jpg,left
2059.0,left,up,img_2059_kweym3.jpg,left
2060.0,left,up,img_2060_kweym3.jpg,left
2061.0,left,up,img_2061_kweym3.jpg,left
2062.0,left,up,img_2062_kweym3.jpg,left
2063.0,nothing,up,img_2063_kweym3.jpg,nothing
2064.0,nothing,up,img_2064_kweym3.jpg,nothing
2065.0,nothing,up,img_2065_kweym3.jpg,nothing
2066.0,nothing,up,img_2066_kweym3.jpg,nothing
2067.0,nothing,up,img_2067_kweym3.jpg,nothing
2068.0,nothing,up,img_2068_kweym3.jpg,nothing
2069.0,nothing,up,img_2069_kweym3.jpg,nothing
2070.0,nothing,up,img_2070_kweym3.jpg,nothing
2071.0,nothing,up,img_2071_kweym3.jpg,nothing
2072.0,nothing,up,img_2072_kweym3.jpg,nothing
2073.0,nothing,nothing,img_2073_kweym3.jpg,nothing
2074.0,nothing,nothing,img_2074_kweym3.jpg,nothing
2075.0,right,nothing,img_2075_kweym3.jpg,right
2076.0,right,up,img_2076_kweym3.jpg,right
2077.0,right,up,img_2077_kweym3.jpg,right
2078.0,right,up,img_2078_kweym3.jpg,right
2079.0,right,up,img_2079_kweym3.jpg,right
2080.0,right,up,img_2080_kweym3.jpg,right
2081.0,right,up,img_2081_kweym3.jpg,right
2082.0,right,up,img_2082_kweym3.jpg,right
2083.0,right,up,img_2083_kweym3.jpg,right
2084.0,right,up,img_2084_kweym3.jpg,right
2085.0,right,up,img_2085_kweym3.jpg,right
2086.0,right,up,img_2086_kweym3.jpg,right
2087.0,right,up,img_2087_kweym3.jpg,right
2088.0,right,up,img_2088_kweym3.jpg,right
2089.0,right,up,img_2089_kweym3.jpg,right
2090.0,right,up,img_2090_kweym3.jpg,right
2091.0,right,up,img_2091_kweym3.jpg,right
2092.0,right,up,img_2092_kweym3.jpg,right
2093.0,right,up,img_2093_kweym3.jpg,right
2094.0,right,up,img_2094_kweym3.jpg,right
2095.0,right,up,img_2095_kweym3.jpg,right
2096.0,right,up,img_2096_kweym3.jpg,right
2097.0,right,up,img_2097_kweym3.jpg,right
2098.0,right,up,img_2098_kweym3.jpg,right
2099.0,right,up,img_2099_kweym3.jpg,right
2100.0,right,up,img_2100_kweym3.jpg,right
2101.0,right,up,img_2101_kweym3.jpg,right
2102.0,right,up,img_2102_kweym3.jpg,right
2103.0,right,nothing,img_2103_kweym3.jpg,right
2104.0,right,nothing,img_2104_kweym3.jpg,right
2105.0,right,nothing,img_2105_kweym3.jpg,right
2106.0,right,nothing,img_2106_kweym3.jpg,right
2107.0,right,nothing,img_2107_kweym3.jpg,right
2108.0,right,nothing,img_2108_kweym3.jpg,right
2109.0,right,nothing,img_2109_kweym3.jpg,right
2110.0,right,nothing,img_2110_kweym3.jpg,right
2111.0,right,nothing,img_2111_kweym3.jpg,right
2112.0,right,nothing,img_2112_kweym3.jpg,right
2113.0,right,nothing,img_2113_kweym3.jpg,right
2114.0,right,nothing,img_2114_kweym3.jpg,right
2115.0,right,nothing,img_2115_kweym3.jpg,right
2116.0,right,up,img_2116_kweym3.jpg,right
2117.0,right,up,img_2117_kweym3.jpg,right
2118.0,right,up,img_2118_kweym3.jpg,right
2119.0,right,up,img_2119_kweym3.jpg,right
2120.0,right,up,img_2120_kweym3.jpg,right
2121.0,right,up,img_2121_kweym3.jpg,right
2122.0,right,up,img_2122_kweym3.jpg,right
2123.0,right,up,img_2123_kweym3.jpg,right
2124.0,right,up,img_2124_kweym3.jpg,right
2125.0,right,nothing,img_2125_kweym3.jpg,right
2126.0,right,nothing,img_2126_kweym3.jpg,right
2127.0,right,nothing,img_2127_kweym3.jpg,right
2128.0,right,nothing,img_2128_kweym3.jpg,right
2129.0,right,nothing,img_2129_kweym3.jpg,right
2130.0,right,nothing,img_2130_kweym3.jpg,right
2131.0,right,nothing,img_2131_kweym3.jpg,right
2132.0,right,nothing,img_2132_kweym3.jpg,right
2133.0,right,nothing,img_2133_kweym3.jpg,right
2134.0,right,nothing,img_2134_kweym3.jpg,right
2135.0,right,nothing,img_2135_kweym3.jpg,right
2136.0,right,nothing,img_2136_kweym3.jpg,right
2137.0,right,nothing,img_2137_kweym3.jpg,right
2138.0,right,nothing,img_2138_kweym3.jpg,right
2139.0,right,up,img_2139_kweym3.jpg,right
2140.0,right,up,img_2140_kweym3.jpg,right
2141.0,right,up,img_2141_kweym3.jpg,right
2142.0,right,up,img_2142_kweym3.jpg,right
2143.0,right,up,img_2143_kweym3.jpg,right
2144.0,right,up,img_2144_kweym3.jpg,right
2145.0,right,up,img_2145_kweym3.jpg,right
2146.0,right,up,img_2146_kweym3.jpg,right
2147.0,right,up,img_2147_kweym3.jpg,right
2148.0,right,up,img_2148_kweym3.jpg,right
2149.0,right,nothing,img_2149_kweym3.jpg,right
2150.0,right,nothing,img_2150_kweym3.jpg,right
2151.0,right,nothing,img_2151_kweym3.jpg,right
2152.0,right,nothing,img_2152_kweym3.jpg,right
2153.0,right,nothing,img_2153_kweym3.jpg,right
2154.0,right,nothing,img_2154_kweym3.jpg,right
2155.0,right,nothing,img_2155_kweym3.jpg,right
2156.0,right,nothing,img_2156_kweym3.jpg,right
2157.0,right,nothing,img_2157_kweym3.jpg,right
2158.0,right,nothing,img_2158_kweym3.jpg,right
2159.0,right,nothing,img_2159_kweym3.jpg,right
2160.0,right,nothing,img_2160_kweym3.jpg,right
2161.0,right,nothing,img_2161_kweym3.jpg,right
2162.0,right,nothing,img_2162_kweym3.jpg,right
2163.0,right,nothing,img_2163_kweym3.jpg,right
2164.0,right,nothing,img_2164_kweym3.jpg,right
2165.0,right,nothing,img_2165_kweym3.jpg,right
2166.0,right,nothing,img_2166_kweym3.jpg,right
2167.0,right,up,img_2167_kweym3.jpg,right
2168.0,right,up,img_2168_kweym3.jpg,right
2169.0,right,up,img_2169_kweym3.jpg,right
2170.0,right,up,img_2170_kweym3.jpg,right
2171.0,right,up,img_2171_kweym3.jpg,right
2172.0,right,up,img_2172_kweym3.jpg,right
2173.0,right,up,img_2173_kweym3.jpg,right
2174.0,right,up,img_2174_kweym3.jpg,right
2175.0,right,nothing,img_2175_kweym3.jpg,right
2176.0,right,nothing,img_2176_kweym3.jpg,right
2177.0,right,nothing,img_2177_kweym3.jpg,right
2178.0,right,nothing,img_2178_kweym3.jpg,right
2179.0,right,nothing,img_2179_kweym3.jpg,right
2180.0,right,nothing,img_2180_kweym3.jpg,right
2181.0,right,up,img_2181_kweym3.jpg,right
2182.0,right,up,img_2182_kweym3.jpg,right
2183.0,right,up,img_2183_kweym3.jpg,right
2184.0,right,up,img_2184_kweym3.jpg,right
2185.0,right,up,img_2185_kweym3.jpg,right
2186.0,right,up,img_2186_kweym3.jpg,right
2187.0,right,up,img_2187_kweym3.jpg,right
2188.0,right,up,img_2188_kweym3.jpg,right
2189.0,right,nothing,img_2189_kweym3.jpg,right
2190.0,right,nothing,img_2190_kweym3.jpg,right
2191.0,right,nothing,img_2191_kweym3.jpg,right
2192.0,right,nothing,img_2192_kweym3.jpg,right
2193.0,right,nothing,img_2193_kweym3.jpg,right
2194.0,right,nothing,img_2194_kweym3.jpg,right
2195.0,right,nothing,img_2195_kweym3.jpg,right
2196.0,right,nothing,img_2196_kweym3.jpg,right
2197.0,right,nothing,img_2197_kweym3.jpg,right
2198.0,right,nothing,img_2198_kweym3.jpg,right
2199.0,right,nothing,img_2199_kweym3.jpg,right
2200.0,right,nothing,img_2200_kweym3.jpg,right
2201.0,right,nothing,img_2201_kweym3.jpg,right
2202.0,right,nothing,img_2202_kweym3.jpg,right
2203.0,right,up,img_2203_kweym3.jpg,right
2204.0,right,up,img_2204_kweym3.jpg,right
2205.0,right,up,img_2205_kweym3.jpg,right
2206.0,right,up,img_2206_kweym3.jpg,right
2207.0,right,up,img_2207_kweym3.jpg,right
2208.0,right,up,img_2208_kweym3.jpg,right
2209.0,right,up,img_2209_kweym3.jpg,right
2210.0,right,nothing,img_2210_kweym3.jpg,right
2211.0,right,nothing,img_2211_kweym3.jpg,right
2212.0,right,nothing,img_2212_kweym3.jpg,right
2213.0,right,nothing,img_2213_kweym3.jpg,right
2214.0,right,up,img_2214_kweym3.jpg,right
2215.0,right,up,img_2215_kweym3.jpg,right
2216.0,right,up,img_2216_kweym3.jpg,right
2217.0,right,up,img_2217_kweym3.jpg,right
2218.0,right,up,img_2218_kweym3.jpg,right
2219.0,right,up,img_2219_kweym3.jpg,right
2220.0,right,up,img_2220_kweym3.jpg,right
2221.0,right,up,img_2221_kweym3.jpg,right
2222.0,right,up,img_2222_kweym3.jpg,right
2223.0,right,up,img_2223_kweym3.jpg,right
2224.0,right,nothing,img_2224_kweym3.jpg,right
2225.0,right,nothing,img_2225_kweym3.jpg,right
2226.0,right,nothing,img_2226_kweym3.jpg,right
2227.0,right,nothing,img_2227_kweym3.jpg,right
2228.0,right,up,img_2228_kweym3.jpg,right
2229.0,right,up,img_2229_kweym3.jpg,right
2230.0,right,up,img_2230_kweym3.jpg,right
2231.0,right,up,img_2231_kweym3.jpg,right
2232.0,right,up,img_2232_kweym3.jpg,right
2233.0,right,up,img_2233_kweym3.jpg,right
2234.0,right,up,img_2234_kweym3.jpg,right
2235.0,right,up,img_2235_kweym3.jpg,right
2236.0,right,up,img_2236_kweym3.jpg,right
2237.0,right,up,img_2237_kweym3.jpg,right
2238.0,right,up,img_2238_kweym3.jpg,right
2239.0,right,up,img_2239_kweym3.jpg,right
2240.0,right,up,img_2240_kweym3.jpg,right
2241.0,right,up,img_2241_kweym3.jpg,right
2242.0,right,up,img_2242_kweym3.jpg,right
2243.0,right,up,img_2243_kweym3.jpg,right
2244.0,right,up,img_2244_kweym3.jpg,right
2245.0,right,up,img_2245_kweym3.jpg,right
2246.0,right,up,img_2246_kweym3.jpg,right
2247.0,right,up,img_2247_kweym3.jpg,right
2248.0,right,nothing,img_2248_kweym3.jpg,right
2249.0,right,nothing,img_2249_kweym3.jpg,right
2250.0,right,nothing,img_2250_kweym3.jpg,right
2251.0,right,nothing,img_2251_kweym3.jpg,right
2252.0,right,up,img_2252_kweym3.jpg,right
2253.0,right,up,img_2253_kweym3.jpg,right
2254.0,right,up,img_2254_kweym3.jpg,right
2255.0,right,up,img_2255_kweym3.jpg,right
